"student_id","age","gender","high_school_gpa","sat_score","university_ranking","university_gpa","field_of_study","internships_completed","projects_completed","certifications","soft_skills_score","networking_score","job_offers","starting_salary","career_satisfaction","years_to_promotion","current_job_level","work_life_balance","entrepreneurship","starting_salary_category"
"S01420",18,"Female",3.44,1513,230,3.42,"Medicine",2,6,3,7,10,1,57600,10,3,"Entry",7,"Yes","Medio"
"S01424",27,"Male",3.47,1303,864,2.99,"Mathematics",0,9,0,3,3,5,54100,2,2,"Entry",4,"No","Medio"
"S01425",29,"Male",2.28,1466,890,3.23,"Mathematics",0,8,4,4,8,0,89600,6,2,"Mid",4,"No","Alto"
"S01430",22,"Male",2.25,1207,772,3.88,"Mathematics",4,3,4,6,10,4,48600,2,4,"Entry",8,"No","Medio"
"S01432",26,"Male",3.5,1063,702,2.47,"Medicine",0,0,0,10,3,2,32200,1,3,"Mid",7,"No","Medio"
"S01436",19,"Male",3.21,1234,355,2.81,"Mathematics",4,4,3,8,9,5,67300,6,2,"Entry",8,"No","Alto"
"S01438",26,"Male",2.04,970,791,2.1,"Medicine",0,2,4,7,4,2,58500,9,2,"Mid",1,"No","Medio"
"S01440",24,"Female",3.28,1238,321,3.26,"Mathematics",1,6,2,5,2,0,62100,8,3,"Entry",7,"Yes","Alto"
"S01446",27,"Male",3.38,1103,212,2.72,"Mathematics",4,0,1,8,8,3,37500,6,3,"Entry",8,"No","Medio"
"S01447",19,"Male",3.58,1022,785,2.31,"Medicine",0,7,0,4,5,4,61400,1,4,"Mid",4,"No","Alto"
"S01448",29,"Male",2.61,1469,953,2.15,"Mathematics",1,4,4,6,3,0,65300,2,5,"Entry",7,"No","Alto"
"S01455",20,"Female",2.44,946,682,2.54,"Mathematics",3,6,2,3,4,5,49900,10,1,"Entry",8,"No","Medio"
"S01466",20,"Other",2.43,1512,542,3.39,"Mathematics",0,9,0,2,6,3,39000,5,3,"Entry",3,"No","Medio"
"S01467",23,"Female",3.27,1514,635,3.89,"Mathematics",2,1,0,1,7,3,42200,8,1,"Executive",9,"No","Medio"
"S01472",23,"Male",2.68,965,29,3.89,"Mathematics",2,4,5,9,2,3,31800,2,1,"Mid",7,"Yes","Medio"
"S01475",18,"Male",3.59,1448,929,2.67,"Mathematics",4,5,0,3,2,4,43000,9,2,"Entry",3,"No","Medio"
"S01479",20,"Male",2.8,1162,498,3.01,"Mathematics",0,1,3,6,4,4,57700,9,1,"Mid",7,"No","Medio"
"S01485",28,"Male",3.08,1100,308,2.74,"Mathematics",3,4,1,1,3,4,42700,6,4,"Entry",2,"Yes","Medio"
"S01492",26,"Female",3.03,1098,220,2.28,"Mathematics",1,3,4,5,10,5,66900,7,5,"Entry",4,"No","Alto"
"S01493",25,"Male",2.03,1500,397,3.54,"Mathematics",2,7,4,1,5,1,78700,7,3,"Mid",5,"No","Alto"
"S01499",27,"Male",2.83,951,494,2.99,"Mathematics",3,5,5,6,6,1,43600,1,2,"Mid",6,"No","Medio"
"S01502",20,"Male",2.4,1479,724,3.53,"Mathematics",4,3,2,3,9,2,54900,6,3,"Senior",4,"Yes","Medio"
"S01505",22,"Female",3.12,1473,992,2.3,"Mathematics",2,3,5,3,9,1,25000,2,4,"Mid",2,"No","Bajo"
"S01506",29,"Female",3.58,1364,231,3.65,"Mathematics",1,2,3,6,7,0,44400,10,2,"Senior",9,"No","Medio"
"S01509",23,"Male",3.97,1533,177,2.86,"Mathematics",1,1,0,7,6,1,49300,8,2,"Entry",2,"Yes","Medio"
"S01513",22,"Male",2.5,1109,232,2.15,"Medicine",4,4,5,9,10,3,67600,9,3,"Senior",6,"Yes","Alto"
"S01514",29,"Female",3.55,988,12,2.38,"Medicine",0,8,4,1,7,2,56900,5,4,"Entry",9,"Yes","Medio"
"S01519",27,"Female",2.73,962,902,2.31,"Mathematics",2,6,1,3,9,4,49800,1,3,"Entry",10,"No","Medio"
"S01520",26,"Male",2.71,1452,135,3.28,"Mathematics",1,8,3,4,1,3,36900,4,3,"Entry",3,"No","Medio"
"S01524",25,"Male",2.4,1491,456,2.39,"Medicine",1,1,4,10,8,2,59900,2,3,"Entry",1,"No","Medio"
"S01529",24,"Male",3.54,1128,469,3.89,"Mathematics",3,9,3,4,2,2,28800,6,3,"Entry",4,"No","Bajo"
"S01530",22,"Female",3.32,1049,513,2.68,"Mathematics",4,4,2,5,6,4,25000,9,3,"Entry",7,"No","Bajo"
"S01542",27,"Female",3.98,1242,462,2.43,"Medicine",2,4,4,10,7,1,72300,1,3,"Entry",5,"No","Alto"
"S01551",22,"Other",3.29,1593,968,3.16,"Medicine",3,2,4,6,9,0,51100,6,5,"Mid",6,"Yes","Medio"
"S01553",26,"Female",2.11,1322,322,4,"Medicine",3,0,4,8,5,4,68700,3,2,"Entry",8,"No","Alto"
"S01555",25,"Female",3.73,1105,240,3.52,"Medicine",4,2,2,3,3,4,64000,4,5,"Mid",2,"Yes","Alto"
"S01557",28,"Male",2.16,1004,650,3.51,"Medicine",0,6,1,5,7,4,54400,9,1,"Mid",3,"No","Medio"
"S01558",24,"Female",3.12,1587,562,3.91,"Medicine",1,3,4,6,3,2,63100,4,4,"Entry",9,"No","Alto"
"S01561",24,"Female",3.7,1390,831,2.44,"Mathematics",4,0,2,2,3,4,25000,7,2,"Entry",5,"No","Bajo"
"S01564",28,"Male",3.61,1334,981,3.15,"Medicine",0,6,4,2,6,4,47500,7,4,"Entry",9,"No","Medio"
"S01569",20,"Female",3.82,1069,509,2.64,"Medicine",4,5,3,1,5,4,39200,4,2,"Mid",4,"No","Medio"
"S01571",29,"Male",2.57,1373,557,2.94,"Mathematics",2,6,2,7,6,3,46200,6,5,"Entry",7,"Yes","Medio"
"S01576",25,"Female",2.18,931,673,3.27,"Medicine",0,1,0,7,10,5,44500,4,2,"Mid",1,"Yes","Medio"
"S01578",24,"Female",2.74,964,474,2.63,"Medicine",3,6,1,7,1,4,37800,8,4,"Senior",1,"No","Medio"
"S01579",24,"Male",3.44,926,911,3.22,"Medicine",2,5,3,8,6,5,57600,2,4,"Mid",6,"No","Medio"
"S01581",24,"Male",2.85,1378,270,2.51,"Mathematics",2,2,1,1,8,1,54100,7,5,"Entry",2,"No","Medio"
"S01584",21,"Male",3.87,965,694,2.49,"Mathematics",1,6,1,1,4,0,41600,4,1,"Mid",3,"Yes","Medio"
"S01587",19,"Male",3.78,981,182,3.31,"Mathematics",0,2,2,3,5,1,35100,10,4,"Mid",6,"No","Medio"
"S01588",18,"Female",3.61,1227,36,2.12,"Medicine",2,1,0,7,7,2,76300,3,4,"Entry",10,"No","Alto"
"S01589",27,"Male",2.37,997,212,2.87,"Medicine",4,6,1,7,1,2,52800,2,2,"Entry",1,"Yes","Medio"
"S01590",29,"Female",2.59,1484,896,3.83,"Medicine",1,3,0,6,6,0,25000,5,5,"Entry",6,"Yes","Bajo"
"S01591",19,"Male",3.43,1226,948,3.58,"Medicine",3,1,5,7,7,0,48200,1,1,"Entry",6,"No","Medio"
"S01602",21,"Female",2.75,1318,438,2.4,"Medicine",2,7,1,8,2,4,53500,7,4,"Mid",5,"No","Medio"
"S01615",18,"Male",2.9,1042,462,2.27,"Medicine",4,9,0,10,5,1,70400,6,1,"Senior",3,"No","Alto"
"S01619",19,"Female",2.06,936,145,3.07,"Medicine",0,9,1,10,9,4,35800,8,4,"Executive",1,"No","Medio"
"S01622",22,"Female",3.74,996,735,3.29,"Medicine",0,1,3,5,7,5,25000,5,5,"Entry",5,"No","Bajo"
"S01623",26,"Female",3.21,1180,406,2.15,"Medicine",3,4,3,3,10,0,34500,4,4,"Entry",4,"No","Medio"
"S01634",22,"Male",2.01,1309,932,3.66,"Mathematics",3,3,2,2,9,2,25400,2,2,"Entry",10,"No","Bajo"
"S01635",22,"Female",2.61,1302,266,3.69,"Mathematics",0,1,1,6,3,1,59800,5,1,"Senior",3,"No","Medio"
"S01638",23,"Female",3.35,1203,248,2.42,"Medicine",0,1,1,6,9,2,56100,5,4,"Mid",7,"No","Medio"
"S01640",25,"Female",3.5,1555,872,3.9,"Medicine",3,9,5,8,5,2,60900,6,4,"Mid",9,"No","Alto"
"S01648",28,"Female",2.54,1290,941,2.33,"Medicine",1,5,1,7,1,5,49900,7,1,"Entry",10,"No","Medio"
"S01650",21,"Female",2.88,1035,37,3.57,"Mathematics",0,0,1,7,5,5,26400,10,5,"Entry",4,"No","Bajo"
"S01656",19,"Female",2.7,910,756,2.79,"Mathematics",0,2,5,7,5,0,25000,7,5,"Entry",9,"Yes","Bajo"
"S01657",26,"Male",3.48,1452,917,3.55,"Medicine",3,6,5,8,8,4,90400,5,1,"Entry",7,"No","Alto"
"S01661",27,"Female",3.18,1095,863,3.86,"Mathematics",1,6,2,3,5,4,56000,4,4,"Mid",2,"Yes","Medio"
"S01666",22,"Male",3.13,1529,165,3.13,"Mathematics",3,7,1,6,4,4,65500,5,3,"Entry",7,"No","Alto"
"S01667",23,"Other",3.43,1064,13,3.4,"Medicine",2,3,5,8,4,4,28700,5,3,"Mid",1,"No","Bajo"
"S01677",20,"Male",2.97,1424,436,2.43,"Medicine",4,0,1,6,9,5,34700,1,3,"Entry",8,"No","Medio"
"S01682",20,"Male",3.21,1203,815,2.25,"Medicine",0,8,3,2,2,2,52300,1,2,"Mid",4,"Yes","Medio"
"S01683",20,"Female",2.62,1297,43,2.34,"Medicine",0,6,4,4,5,1,50000,2,1,"Mid",3,"No","Medio"
"S01688",21,"Female",2.59,1348,766,2.82,"Mathematics",1,6,5,7,7,0,54200,4,1,"Executive",8,"No","Medio"
"S01691",28,"Other",2.9,976,70,3.68,"Mathematics",2,4,4,3,8,0,57900,8,5,"Entry",7,"No","Medio"
"S01693",25,"Male",2.94,1324,292,2.58,"Medicine",3,1,5,7,2,1,45600,8,5,"Entry",9,"No","Medio"
"S01696",29,"Female",3.72,1034,822,3.02,"Medicine",1,8,3,5,10,4,41100,10,3,"Mid",6,"Yes","Medio"
"S01700",19,"Female",2.43,1154,996,2.62,"Medicine",3,6,5,1,6,1,53700,1,1,"Senior",1,"No","Medio"
"S01704",25,"Male",3.21,1383,482,3.62,"Mathematics",3,5,0,10,8,5,49800,1,2,"Mid",1,"No","Medio"
"S01711",29,"Male",3.77,900,2,3.19,"Mathematics",3,5,0,5,7,5,25000,5,2,"Entry",5,"Yes","Bajo"
"S01712",23,"Female",3.46,1189,646,3.73,"Mathematics",0,9,5,1,4,4,55000,3,1,"Mid",6,"No","Medio"
"S01714",28,"Female",2.67,1474,558,2.43,"Medicine",1,3,0,9,6,1,29900,9,4,"Senior",9,"No","Bajo"
"S01717",19,"Male",2.01,1037,721,3.44,"Medicine",0,8,1,8,4,0,52500,5,1,"Mid",8,"No","Medio"
"S01725",25,"Female",3.47,1133,780,2.22,"Mathematics",4,3,5,8,1,4,56000,2,5,"Entry",4,"No","Medio"
"S01735",23,"Male",3.32,1363,928,3.91,"Mathematics",3,9,3,7,5,0,29000,8,4,"Entry",5,"Yes","Bajo"
"S01745",26,"Female",3.53,1379,977,2.4,"Medicine",0,1,0,10,6,2,25000,9,2,"Entry",2,"No","Bajo"
"S01750",23,"Female",3.97,1002,100,3.67,"Mathematics",3,9,3,3,6,5,54800,4,2,"Entry",9,"No","Medio"
"S01757",20,"Male",2.9,1123,630,2.36,"Mathematics",1,8,3,7,5,3,31400,2,1,"Executive",7,"No","Medio"
"S01761",28,"Female",2.52,1340,290,2.01,"Mathematics",4,3,0,9,3,2,71100,10,3,"Executive",9,"Yes","Alto"
"S01764",19,"Male",2.46,1264,816,2.5,"Mathematics",4,0,4,5,5,2,60100,3,5,"Mid",7,"No","Alto"
"S01765",21,"Female",2.3,1131,360,2.18,"Medicine",0,7,0,8,6,0,44400,6,3,"Entry",3,"No","Medio"
"S01768",24,"Male",3.5,1503,552,3.02,"Mathematics",4,5,3,3,3,1,48000,9,2,"Entry",1,"No","Medio"
"S01772",26,"Female",3.61,1367,864,3.86,"Medicine",4,8,3,9,8,5,66400,6,1,"Mid",2,"No","Alto"
"S01775",19,"Other",3.97,992,336,3.4,"Mathematics",2,3,2,3,7,5,28700,6,5,"Entry",2,"No","Bajo"
"S01776",29,"Female",2.55,1307,503,2.18,"Medicine",3,7,5,4,1,3,57900,6,5,"Entry",8,"No","Medio"
"S01781",24,"Male",3.18,1484,717,2.37,"Mathematics",2,8,2,3,9,1,62800,10,4,"Entry",3,"Yes","Alto"
"S01785",29,"Male",2.06,1459,722,2.05,"Medicine",0,5,0,3,8,3,36800,1,1,"Mid",3,"No","Medio"
"S01786",29,"Female",3.22,1178,386,3.1,"Mathematics",3,0,5,3,3,1,48900,6,1,"Mid",6,"No","Medio"
"S01788",23,"Male",2.83,1418,770,2.42,"Mathematics",0,8,3,8,6,5,53700,9,4,"Mid",9,"No","Medio"
"S01791",21,"Male",2.44,1517,696,3.42,"Medicine",2,8,0,5,9,4,54900,1,5,"Senior",1,"No","Medio"
"S01796",29,"Male",2.77,1207,260,3.49,"Mathematics",2,6,5,10,6,1,33000,3,5,"Entry",7,"No","Medio"
"S01798",18,"Male",3.44,1310,600,2.19,"Medicine",4,3,2,9,7,3,66500,9,2,"Entry",1,"No","Alto"
"S01802",23,"Female",3.24,1536,977,2.66,"Mathematics",3,2,1,2,8,4,59800,5,2,"Entry",5,"No","Medio"
"S01805",28,"Male",3.41,930,86,2.55,"Medicine",2,3,5,10,8,2,67100,1,5,"Entry",1,"No","Alto"
"S01812",21,"Female",2.07,1214,312,3.64,"Medicine",2,7,2,3,5,2,55200,8,1,"Entry",7,"No","Medio"
"S01817",23,"Male",2.21,1552,238,2.25,"Medicine",0,7,3,9,5,1,52700,9,4,"Mid",5,"No","Medio"
"S01821",24,"Male",2.04,1027,559,3.75,"Mathematics",0,3,1,10,6,4,33100,8,4,"Entry",9,"No","Medio"
"S01822",27,"Female",2.5,1168,791,3.98,"Medicine",4,5,2,5,3,4,69800,5,5,"Entry",7,"No","Alto"
"S01826",18,"Female",3.64,1518,475,2.46,"Medicine",2,9,2,2,3,2,68900,6,5,"Entry",10,"No","Alto"
"S01828",26,"Male",3.69,1041,716,3.52,"Mathematics",2,0,2,5,2,5,58500,6,3,"Entry",3,"No","Medio"
"S01829",24,"Male",3.2,1044,339,2.69,"Medicine",4,6,3,4,2,4,40600,9,5,"Mid",8,"No","Medio"
"S01832",21,"Female",2.46,1189,162,2.72,"Medicine",1,2,2,9,3,2,32900,10,2,"Senior",5,"No","Medio"
"S01834",21,"Male",2.92,1011,797,3.4,"Mathematics",1,5,1,10,5,1,49200,8,4,"Senior",7,"No","Medio"
"S01835",23,"Other",2.08,1113,61,3.06,"Medicine",4,1,3,7,8,2,40500,9,1,"Entry",8,"No","Medio"
"S01837",28,"Female",2.24,1099,547,3.81,"Medicine",4,4,0,5,2,3,41600,7,2,"Entry",3,"No","Medio"
"S01840",29,"Female",3.11,906,76,2.81,"Mathematics",2,8,1,8,8,2,27200,7,2,"Mid",2,"No","Bajo"
"S01843",22,"Female",3.85,1185,681,3.32,"Mathematics",0,2,5,2,4,3,36400,1,5,"Entry",9,"No","Medio"
"S01845",28,"Male",3.25,1288,473,3.32,"Mathematics",4,1,3,1,8,2,52600,7,5,"Entry",7,"No","Medio"
"S01850",22,"Male",2.78,1233,603,2.38,"Medicine",4,8,3,7,4,4,52000,10,3,"Entry",3,"No","Medio"
"S01854",27,"Female",2.11,1218,253,2.6,"Mathematics",3,2,2,10,5,5,59400,9,5,"Senior",6,"Yes","Medio"
"S01858",20,"Female",2.46,1548,675,3.68,"Mathematics",0,5,1,1,3,5,47600,4,2,"Entry",9,"Yes","Medio"
"S01859",18,"Male",3.8,1220,165,3.11,"Mathematics",4,6,3,3,8,0,80500,4,2,"Executive",7,"Yes","Alto"
"S01868",26,"Male",2.69,1439,619,2.13,"Medicine",2,9,0,5,8,0,25300,9,4,"Entry",2,"No","Bajo"
"S01869",18,"Male",3,1151,250,3.75,"Mathematics",3,1,0,10,4,2,75300,8,5,"Entry",5,"No","Alto"
"S01874",21,"Male",2.48,1213,732,2.91,"Medicine",0,7,5,9,6,2,64700,5,3,"Mid",7,"Yes","Alto"
"S01876",20,"Female",2.13,1079,938,3.1,"Mathematics",2,7,3,8,2,2,38300,9,5,"Entry",1,"No","Medio"
"S01877",29,"Female",3.53,1284,151,3.55,"Mathematics",3,2,3,4,10,2,30400,9,1,"Mid",1,"No","Medio"
"S01878",22,"Male",2.85,1194,798,3.35,"Medicine",0,1,3,5,1,3,67600,10,4,"Entry",1,"No","Alto"
"S01880",29,"Female",3.46,974,220,3.06,"Medicine",3,4,4,5,4,0,58300,8,2,"Senior",10,"No","Medio"
"S01881",27,"Male",3.36,1243,216,3.68,"Mathematics",2,4,4,10,7,0,60400,8,1,"Mid",3,"No","Alto"
"S01884",26,"Female",2.75,1070,216,3.11,"Medicine",1,7,3,7,5,5,50200,5,3,"Mid",7,"No","Medio"
"S01888",21,"Male",3.75,1590,161,3.29,"Mathematics",0,6,5,6,2,5,54400,7,4,"Entry",6,"Yes","Medio"
"S01889",21,"Female",2.34,961,815,3.85,"Mathematics",0,4,2,4,9,4,54700,6,4,"Senior",4,"No","Medio"
"S01890",26,"Male",2.27,1226,610,2.34,"Medicine",4,6,2,2,1,1,59300,4,4,"Entry",8,"No","Medio"
"S01893",29,"Female",2.04,1489,157,3.13,"Medicine",1,6,5,9,8,1,56100,6,4,"Mid",4,"Yes","Medio"
"S01900",25,"Male",2.47,1123,764,3.49,"Mathematics",4,4,2,9,1,0,57500,3,1,"Mid",10,"No","Medio"
"S01903",25,"Female",2.61,973,120,3.68,"Mathematics",3,4,5,5,4,0,81100,4,1,"Entry",3,"No","Alto"
"S01911",29,"Female",3.95,1092,890,3.46,"Mathematics",4,5,0,8,2,4,60100,1,1,"Senior",9,"Yes","Alto"
"S01915",28,"Male",3.81,1309,837,3.95,"Mathematics",4,4,3,5,10,0,51300,6,5,"Entry",2,"No","Medio"
"S01922",26,"Male",3.45,1200,791,3.47,"Mathematics",4,1,2,1,4,1,69400,8,2,"Entry",5,"No","Alto"
"S01929",25,"Male",2.39,931,178,3.09,"Mathematics",0,8,0,10,6,0,47600,3,2,"Mid",8,"Yes","Medio"
"S01931",29,"Female",3.03,1090,395,2.4,"Mathematics",2,8,1,8,5,3,25000,4,4,"Senior",2,"No","Bajo"
"S01933",19,"Female",3.72,947,608,3.21,"Mathematics",3,7,4,9,4,4,68900,8,2,"Senior",1,"No","Alto"
"S01934",18,"Male",2.95,1149,331,2.32,"Medicine",1,8,4,1,4,0,40500,10,3,"Mid",3,"No","Medio"
"S01940",23,"Male",2.55,1079,721,3.84,"Mathematics",4,2,1,5,10,4,25200,4,4,"Senior",6,"No","Bajo"
"S01942",19,"Male",2.43,922,881,2.97,"Medicine",1,6,4,3,5,2,66400,4,3,"Entry",6,"Yes","Alto"
"S01946",27,"Female",3.93,1059,799,3.09,"Medicine",4,2,5,9,5,4,50600,6,5,"Senior",1,"Yes","Medio"
"S01947",19,"Female",2.32,1272,593,3.61,"Mathematics",1,7,5,6,4,4,48500,10,3,"Senior",4,"No","Medio"
"S01949",27,"Male",3.97,1420,50,2.38,"Mathematics",4,7,5,10,3,1,61600,8,5,"Entry",10,"Yes","Alto"
"S01951",29,"Male",3.4,1596,703,2.14,"Medicine",4,5,5,7,9,2,54200,8,2,"Mid",5,"No","Medio"
"S01957",23,"Male",3.18,1018,648,2.18,"Medicine",2,0,5,2,1,0,55500,1,5,"Entry",6,"Yes","Medio"
"S01960",26,"Female",2.17,1076,666,3.76,"Mathematics",2,2,5,8,7,3,25000,2,2,"Entry",8,"No","Bajo"
"S01962",26,"Female",3.36,1037,19,2.21,"Medicine",0,0,2,7,9,3,53400,6,2,"Entry",1,"No","Medio"
"S01966",25,"Female",2.08,1035,129,2.27,"Medicine",3,8,0,10,3,0,46800,10,3,"Mid",2,"No","Medio"
"S01970",28,"Male",2.9,1338,943,3.44,"Mathematics",2,8,1,10,7,0,64800,1,3,"Entry",6,"No","Alto"
"S01978",27,"Male",3.66,1342,445,3.46,"Mathematics",4,9,3,7,9,0,37600,7,3,"Mid",1,"Yes","Medio"
"S01981",29,"Other",2.82,1537,523,2.13,"Mathematics",3,0,5,10,4,0,76700,7,1,"Entry",6,"Yes","Alto"
"S01983",28,"Male",3.85,1373,708,3.93,"Medicine",1,4,5,1,6,2,70800,2,2,"Senior",6,"Yes","Alto"
"S01987",24,"Other",2.86,1556,238,2.51,"Mathematics",2,7,4,6,7,4,60900,5,4,"Entry",1,"No","Alto"
"S01996",24,"Male",3.96,1506,365,3.24,"Mathematics",3,2,4,3,2,3,29700,4,3,"Senior",6,"Yes","Bajo"
"S01999",20,"Male",2.09,1514,194,2.22,"Mathematics",2,1,5,2,7,2,49200,5,1,"Entry",1,"No","Medio"
"S02004",20,"Female",4,945,969,3.48,"Mathematics",2,1,1,6,3,3,45900,4,2,"Entry",4,"No","Medio"
"S02008",26,"Male",2.47,916,756,2.36,"Medicine",1,4,5,2,10,1,56700,7,2,"Mid",6,"No","Medio"
"S02010",20,"Female",2.62,1335,117,2.63,"Medicine",3,3,2,10,6,0,62300,1,5,"Entry",7,"No","Alto"
"S02012",27,"Female",2.56,976,451,3.65,"Medicine",4,2,5,2,2,3,58000,7,3,"Mid",3,"Yes","Medio"
"S02013",20,"Female",3.91,1270,599,2,"Mathematics",0,3,2,1,10,3,55000,2,5,"Entry",1,"No","Medio"
"S02020",22,"Female",2.38,1360,929,2.12,"Mathematics",0,8,5,6,9,0,25000,10,3,"Entry",1,"No","Bajo"
"S02021",27,"Male",3.11,1037,113,3.66,"Medicine",4,9,0,7,6,1,68200,6,4,"Entry",5,"No","Alto"
"S02026",29,"Female",2.48,1087,23,2.4,"Mathematics",2,0,2,7,1,1,67800,9,5,"Entry",6,"No","Alto"
"S02027",29,"Male",2.83,962,921,2.28,"Mathematics",1,7,1,9,6,4,74200,3,3,"Mid",1,"Yes","Alto"
"S02033",20,"Male",2.18,1198,469,2.22,"Medicine",1,8,3,8,3,3,43400,2,2,"Entry",1,"No","Medio"
"S02034",26,"Male",3.39,1100,970,3.15,"Mathematics",4,5,3,9,4,2,28700,6,2,"Entry",2,"Yes","Bajo"
"S02035",21,"Other",2.33,1034,155,2.16,"Medicine",3,8,5,5,3,3,32000,5,5,"Executive",5,"No","Medio"
"S02044",24,"Male",3.41,1395,407,2.22,"Medicine",3,7,3,1,4,1,49800,4,1,"Mid",2,"Yes","Medio"
"S02046",20,"Female",2.87,1232,240,3.09,"Medicine",3,0,5,7,9,4,27900,6,1,"Mid",3,"No","Bajo"
"S02051",20,"Female",3.16,985,1000,2.98,"Medicine",1,0,3,7,7,4,53700,6,1,"Senior",9,"No","Medio"
"S02052",19,"Other",3.38,915,50,3.72,"Mathematics",4,7,0,9,2,5,35200,9,2,"Executive",5,"No","Medio"
"S02055",18,"Female",2.87,1169,754,3.69,"Mathematics",4,6,5,4,7,1,81800,8,1,"Mid",7,"No","Alto"
"S02068",26,"Male",2.73,1247,453,3.7,"Medicine",2,8,2,3,9,3,30300,1,5,"Entry",4,"No","Medio"
"S02069",23,"Female",3.2,1020,620,2.76,"Mathematics",2,0,5,4,6,4,52000,2,2,"Entry",4,"No","Medio"
"S02070",29,"Male",3.21,1551,33,3.5,"Mathematics",3,2,5,8,2,2,55300,8,2,"Mid",2,"No","Medio"
"S02071",25,"Male",2.73,1427,915,2.35,"Mathematics",0,9,0,5,4,5,54400,10,1,"Entry",9,"Yes","Medio"
"S02072",24,"Male",3.81,1460,363,2.85,"Medicine",0,3,4,6,9,2,59600,8,2,"Entry",2,"No","Medio"
"S02078",18,"Male",3.03,1275,715,2.95,"Medicine",1,6,5,2,1,4,69000,10,5,"Mid",6,"No","Alto"
"S02079",28,"Female",3.63,1245,714,3.73,"Medicine",2,8,3,6,8,2,52400,9,2,"Entry",3,"Yes","Medio"
"S02080",26,"Male",3.55,1049,98,2.35,"Mathematics",2,1,1,3,6,1,35900,2,1,"Entry",3,"No","Medio"
"S02081",26,"Male",3.58,1484,116,2.04,"Medicine",4,2,4,6,7,5,35900,3,3,"Entry",3,"Yes","Medio"
"S02085",22,"Female",3.79,1413,281,3.22,"Mathematics",1,8,0,6,3,1,58400,10,1,"Entry",6,"No","Medio"
"S02088",25,"Other",3.95,1418,973,3.15,"Mathematics",4,7,2,4,9,3,37900,4,5,"Mid",8,"No","Medio"
"S02095",20,"Female",2.1,1086,533,2.04,"Mathematics",3,4,5,3,10,3,56900,7,1,"Senior",4,"Yes","Medio"
"S02096",23,"Male",3.49,1349,639,3.26,"Mathematics",3,7,1,1,7,0,64100,5,4,"Senior",8,"Yes","Alto"
"S02109",23,"Male",3.22,1094,63,3.54,"Mathematics",1,4,3,6,3,5,29600,10,2,"Senior",7,"Yes","Bajo"
"S02110",21,"Female",2.31,1342,270,3.91,"Medicine",1,6,1,2,6,5,38000,9,4,"Entry",8,"Yes","Medio"
"S02121",29,"Male",2.37,1081,94,3.83,"Medicine",1,9,0,6,1,3,54100,5,5,"Entry",8,"No","Medio"
"S02122",25,"Male",2.9,1416,625,2.18,"Mathematics",1,6,1,4,9,5,64200,3,2,"Entry",5,"No","Alto"
"S02123",29,"Other",3.2,1556,229,3.72,"Mathematics",0,9,1,6,6,4,40400,3,2,"Mid",3,"No","Medio"
"S02124",23,"Male",2.65,1489,250,3.59,"Medicine",1,1,1,8,7,4,60100,2,2,"Entry",1,"No","Alto"
"S02129",19,"Female",2.21,1574,267,2.95,"Medicine",4,5,4,10,3,5,42700,8,3,"Entry",6,"No","Medio"
"S02136",20,"Female",2.73,1363,186,3.66,"Mathematics",1,0,3,3,10,1,60300,9,3,"Mid",5,"No","Alto"
"S02139",22,"Male",2.91,918,651,3.83,"Mathematics",0,3,0,4,6,1,43400,10,3,"Senior",8,"No","Medio"
"S02142",18,"Male",3.52,1181,348,3.47,"Medicine",0,5,0,10,7,2,40000,7,3,"Entry",6,"No","Medio"
"S02154",26,"Male",3.81,1052,232,2.44,"Mathematics",0,0,1,6,5,5,50600,3,2,"Senior",6,"No","Medio"
"S02155",19,"Female",3.63,1144,297,3.97,"Medicine",1,8,2,7,7,3,62500,9,3,"Mid",6,"No","Alto"
"S02159",28,"Other",2.04,1403,572,3.44,"Mathematics",2,5,3,9,2,0,59000,1,1,"Mid",5,"No","Medio"
"S02166",21,"Female",2.74,931,952,2.98,"Medicine",1,6,2,7,5,3,62900,2,4,"Entry",10,"No","Alto"
"S02168",27,"Female",2.72,1424,110,3.94,"Mathematics",3,4,4,10,10,5,69500,4,4,"Senior",9,"No","Alto"
"S02170",24,"Male",3.05,1251,472,2.32,"Medicine",0,1,0,5,10,5,53100,8,4,"Mid",7,"No","Medio"
"S02177",23,"Male",2.59,1257,384,3.35,"Medicine",3,1,3,7,7,1,52300,4,1,"Entry",1,"No","Medio"
"S02178",22,"Female",2.1,1295,997,2.43,"Medicine",0,2,2,10,8,1,25000,1,5,"Entry",2,"Yes","Bajo"
"S02192",25,"Female",2.02,1399,10,3.32,"Medicine",2,8,2,4,5,0,47700,5,2,"Senior",1,"No","Medio"
"S02195",28,"Male",3.22,1234,944,2.68,"Medicine",2,7,3,3,3,4,68700,3,1,"Entry",3,"No","Alto"
"S02198",21,"Female",3.18,1013,639,3.3,"Medicine",4,0,3,9,8,1,53200,8,1,"Entry",1,"No","Medio"
"S02200",18,"Female",2.07,1367,744,3.86,"Mathematics",0,5,3,2,3,2,55300,7,3,"Mid",9,"No","Medio"
"S02201",20,"Female",2.07,1042,381,3.48,"Medicine",3,0,4,4,7,2,47900,2,2,"Entry",1,"No","Medio"
"S02202",22,"Male",2.05,1508,422,2.57,"Medicine",0,0,3,6,10,1,40200,3,1,"Entry",5,"No","Medio"
